rating,review
5,outstanding sound and quality
5,one of the nicer tuners at the price point
4,okay but tuner is confusing
5,small accurate and portable
5,super easy to use
5,good for the money
3,good tuner and metronome
5,very nice tuner metronome
4,good tuner and metronome
5,phenomenal value for the price
3,good for a single package but there are better
5,very good product
5,beginner
5,durable
3,nice tuner annoying metronome
4,simple and it works
2,did not work for me
5,dampit guitar humidifier
5,dampit guitar humidifier super
5,deservedly long history but with a new twist
5,dampits used on all my acoustics
4,arizona native here
4,it works as designed
5,if you dont have a tube amp you need one of these
4,magical at times
5,great pedal at the end of your fx chain
5,end of line adjustments
5,awesome tool for any guitarist
3,the placebo box
4,id call it more of a tone maximizer
5,something i dont know what
5,just like the rack mount
5,absolutely great
5,best stand i own
5,because you have too many guitars
5,use it every week
4,great stand with a couple of weak points
5,banjos and a mandolin
5,best guitar stand out there
5,a great sounding jfet amp through headphones and extspeaker
4,fun fun fun amp
5,very impressed highly recommended
4,good amp for on the go jamming
5,hard to beat for the price
5,great battery powered amp
5,perfect for a small apartment
5,awesome little amp
5,its a champ
5,pretty solid for the price
4,mini amp
5,impressive sound from an inexpensive source update
3,keep your expectations low
5,cute great quality for mini amp
5,tone galore
4,mini amp that it is
5,cool little amp
4,a great mini amp and plus a radio receiver
5,fun little amp
5,perfect for practice in bed
4,a honeytone is a honeytone
4,great little mini practice amp
4,its cute
5,for the money cant go wrong
5,perfect for outdoor practicing
5,nice amp
5,this is great
3,stock up on batteries
4,my nd nb amp now its a loud bluetooth speaker
5,an amp for panhandling in penn statin
5,great value
1,bummer
5,excellent best design ever but only get the silver aluminum one not the thermoplastic as they break ive had break on me
5,really great product planet waves ns classical guitar capo
4,cheapie
5,last one you will ever need
4,good capo but the clamp tension products are a bit more convenient
4,it does everything it claims to do
5,loving it
5,classical guitar capo great for nonradiused fingerboard
5,planet waves capo
5,for the price great capo
2,buy the heavy one
3,just ok
5,great capo
4,surprisingly good
5,this is a nice capo perfect for classical guitars
5,great light efficient
4,good capo
5,perfect for classical nylon string guitar
2,will not clamp tightly enough
5,from the iceage to the newage for cheap
2,not my best choice
3,missing one important function
5,korg tuner review
4,excellent but not perfect
5,easy to use tuner
5,great value the perfect size for guitar practice and strong enough
5,comfortable and sturdy for those on a budget
4,smaller than on stage kt plus keyboard bench
3,seat cushiony
3,comfy but not fast
5,solid portable
4,simple and sturdy
5,very comfortable easy to assemble
3,its ok
5,a very comfortable bench at a great price
5,wow great neck restore
5,daddario delivers w this lemon oil cleanerconditioner
4,used it like it
4,its lemony
5,nice addition to guitar care
4,clean smelling
5,very good
4,face melting fuzz
3,i would recommend the little big muff
5,the bigger your amp the better this will sound
3,one trick pony but its a good trick
4,it does the job but it is huge be warned oversized
3,its ok when you get to equalize the tone
5,smooth rich saturated wall of fuzz
4,roomy guitar case recommended
5,great bag for the buck
4,the price belies the quality of this bag
5,great gig bag
5,acoustic gig bag
5,durable protective case
5,fit the bill for a reasonable price
5,great bag
4,decent does the trick for me
5,great stand
5,excellent stand for the price
4,not a bad stand
5,in soviet russia guitar stand holds you d
4,they work great for the studio
5,good quality great value
5,great stand no problems
5,the best stand on amazon at the best price
3,nice stand but
4,nice
5,fantastic for the price
5,very nice
5,world tour egd deluxe mm electric guitar gig bag
5,very nice
5,strong and light gig bag
5,perfect bag for me
5,good bag
4,better than adequate
5,perfect for smaller bout hollow and semihollow guitars
5,great bag
4,very well padded with several pockets one star off for weird chemical smell
5,i wish i had bought these first
3,handy yes the be all and end all no
5,great option
5,custom cables at a low price
5,awesome
5,simple way to clean connections
3,good enough for home usage
5,well built folding stand great for guitar music and tab
4,high portability and low price
3,good adjustable music stand for the price
5,music stand review
3,i like it but it could be better
5,i use it in my ukulele case
5,good protection for instruments
5,herco my hero
4,seems to do the trick
1,i dont get it
5,a herco guitar humidifier you can avoid guitar busters
4,cheap and hopefully effective
5,easy and works well
4,great slap back for a great price
3,it works
4,vintage sound without vintage pedal pricing
5,a rockabilly no brainer great with fender amp
5,this has that old tube amp reverb sound for a great price
5,slap echo
3,echo pedal
4,decent enhancement pedal great price
4,price is no reflection of quality for this little guy
5,great pedal at a really good price
3,good price for effect
5,deep flanger but a bit touchy
4,great sound great price
5,this pedal works very good
5,fab flanger
5,safer and better than steel wool for your frets
5,they really clean the frets
5,what do you want for six bucks
1,not a fan
5,great for a quick polish
5,great little cable tester
4,does what it is supposed to
5,gotta have one
5,saves face
5,inexpensive cable tester
4,inexpensive decent quality durable
5,nifty little tool
4,good product terrible documentation
4,all inclusive tester nice price
4,hair metal clean tones hue
4,its allright
2,not enough umph
3,too noisy
5,great chorus sounds for very little cash
5,chorus pedal is right on
4,highly recommend
5,from a guy who doesnt like chorus i love this pedal
5,this is a great inexpensive effects pedal from danelectro
5,more than an exceptional value
5,cant be beat for valuetodollar ratio
5,i know what youre thinking but
4,great value good pedal
5,really good for the money
3,cant loose for the
5,great price and excellent construction shopped around at local music shop to expensive
4,good item for the price
5,nicely made great value for my seagull entourage rustic
3,guardian well it is padded
3,cheap but useable
5,wonderful case
5,good quality affordable and well built
5,as expected
5,a great foot rest works on carpets or whatever
5,great for practice sessions
5,great foot rest
5,small but strong
5,just what i was looking for
5,strong and sturdy perfect for the price
4,great foot rest
5,great heavy duty foot rest
3,does the job
5,great foot rest and good value
1,pass on this too light tips over constantly
5,nice build should last a while
5,very strong food rest
5,great studio rack
5,good deal for the money
5,great job of handling multiple pieces of equipment
3,simple and useful rack stand but the rubber leg terminals are easy to lose
5,solid stand perfect for podcasting rig
5,very nice at any price
5,high quality product
1,not a good product flawed production
4,its ok
5,perfect for musicians on stage and in the studio
4,solid for a desktop
4,great wah
4,this is definitely the one to get
5,a great wah wahunbeatable for the price
4,great sound
5,cry baby cry this pedal is essential to playing anything but straight guitar
5,the original but even better
5,great wah
5,great wah pedal
5,if you are thinking of crybaby this is the one
5,telecaster case
4,theres no excuse for not having a good case
4,its oknothing special
5,awesome case
4,great product for the price
5,fantastic case for a great price
5,great portable pa wwireless microphone highly recommended
5,p a
1,its really not a w system the booklet even
4,great buy
2,dont break your mic
5,good tube amp for a low price
5,great cheap preamp
5,behringer mic component rack
3,i like this preamp but
3,didnt work out for me
5,amazing preamp deal
5,definitely a good value
5,good microphone for the price
5,fantastic microphone
5,way hotter than dynamic mic
4,excellent mic
4,this is not the described micand you may not be able to return it
5,unbelievable quality for the price
5,for the price it is an excellent product
5,totally worth it
5,stereo set of mics at a great price and great sound
4,good entrylevel multipurpose stereo pair
